at,content,score
2013-12-28 17:42:52,Good,1
2017-03-22 06:11:12,Challenging,4
2014-07-26 23:47:31,love it,5
2017-01-30 05:06:31,Stupid 😑🤔🤔🤔🤔🤔🤔🤔🤔🤔,5
2015-03-03 12:40:54,Its a big game  when I download the game  I spend a day to install it but the game is lovely,4
2015-01-19 03:49:38,Works fine I'm waiting for the next jet pack upgrade,5
2014-06-14 14:48:12,Addicticting,5
2014-08-17 18:53:57,Looooveit,5
2015-04-03 07:58:00,For one how u want some body to play u game and it doesn't work for two these is why I hate these game and gave it a one,1
2017-09-03 03:47:00,Love it,5
2017-03-31 21:08:33,Fabulous game,5
2018-04-28 11:08:23,great,5
2012-10-17 20:21:47,My missions aren't working. The ones where I have to do something in one game aren't registering. I'm on my seconds playthrough. It worked fine the first time but now they are not working.,4
2020-08-16 03:32:30,This game is AWESOME,5
2016-10-15 20:12:44,This game is cool but the downloading is terrible its like gonna take for ages,2
2014-02-10 03:59:44,This game is a great way to kill time!!!!!,5
2014-10-14 00:29:23,I love joyride,5
2019-02-03 17:55:42,nice,5
2014-11-05 00:24:18,This is the best game I've at in a while...keep adding new stuff😐😐😐😐😐😐,5
2018-07-09 08:36:39,I ❤ this game my brother used to have it on is ps4,5
2020-08-14 16:56:29,Let it download fastest,5
2018-12-02 23:41:27,Addictive I LOVE the dog,5
2014-06-27 00:36:40,Like the dog that follows you and the free ride make a second one,5
2017-06-13 22:32:57,It is great,5
2016-11-05 10:05:06,Loved it,5
2013-10-09 11:20:55,Very good,5
2014-02-01 13:32:37,"this game is so fun i hacked my game if you guys have a rooted phone check my channel out ""viral lokz"" i hack android games for you guys easy and fun sub to me and fucj you developers",5
2015-10-06 21:18:59,Not bad,5
2021-05-31 18:49:45,we need a boss stage to make the game more fun,1
2017-09-25 01:18:52,I love this game very much but its been glitching,1
2017-04-15 08:30:37,I love this game but it is not hack,5
2015-07-15 22:56:56,Hhfyhc up,5
2017-02-18 11:10:11,Its a really good game for the kids,5
2015-01-28 01:19:15,Epic game,5
2013-01-18 13:21:28,Very nice smooth challenging game that is awesome with practice. Up leveling up!,4
2017-11-21 16:33:55,Good graphics nice entairtainment,5
2015-04-08 10:35:53,"recent update caused game not to load.figured it was a bug.  restarted game, phone, everything, but game would not load. uninstalled game and reinstalled, now lost all collected items, including in app purchases",1
2013-11-13 16:51:20,Nice work done everything about the game I loved it...! :-),5
2023-03-26 00:40:57,I love this game,5
2013-05-15 23:23:00,Addicting and fun,5
2014-02-06 21:25:09,But after updating all the his cores r going an coins are also going,4
2019-11-15 14:35:58,Love the machiens,5
2022-10-16 03:15:41,Best mobal game,5
2015-04-27 04:33:00,is fun to play i love it i play it when i am bord i turn of the sound and put music on and it makes it even better : ).,4
2016-04-01 09:33:12,I love it. It is the best game ever. And whoever thought of Mr.Cuddles is a genius.,5
2017-02-06 22:46:46,Great game,4
2015-10-05 02:44:46,Funny game,5
2020-04-11 23:04:57,Good game for us,5
2016-09-10 17:23:46,From past few days my game had been crashing and this is irritating me. Very bad.,2
2018-06-29 16:46:25,This is joyful but the graphics are not too good,4
2019-03-12 22:27:30,i t i s t h e b e s t o n t h i s g a m e .,5
2016-09-04 12:00:29,I loved this game it's so awesome,1
2016-11-26 23:55:58,Its the great game that i ever had,5
2013-08-02 21:09:09,Cool,3
2016-10-01 16:46:23,Class love it,5
2017-12-31 17:56:00,Nice,5
2016-08-14 10:59:54,♡♡♡♡,5
2016-05-22 09:17:44,Awesome,4
2014-06-20 23:32:33,Best game ever!!!!!!!!:-D :-D :-D,5
2012-11-23 03:06:18,Pleas make the game work I have tride 3 times now,5
2020-07-01 01:28:17,"used to be good 5 years ago, now they have hopped on the terrible user experience 50 ads every minute train",1
2016-01-05 10:40:14,So so,3
2013-05-22 22:23:55,"Its easy, addictive and is AWESOME!",5
2015-07-26 19:29:37,Vvvvv.good,5
2013-03-20 21:57:20,Love it,5
2013-09-17 13:44:37,Great game,5
2017-10-21 11:57:36,Really nice game.,5
2015-02-07 10:13:27,This is cool love the game awesome.,5
2015-09-02 18:25:15,AWESOME GAME! VERY FUN! RECOMANDED FOR EVERYONE!!!,5
2014-03-17 02:08:18,It wont open. How can you play a game if it wont open.,1
2012-11-14 20:24:02,"excellent game but need gadget, jetpack and all that good stuff upgrade more often...",5
2017-06-27 15:00:55,Gud,5
2015-09-27 02:53:46,Love,5
2017-04-07 00:59:30,I remembered the old times,5
2016-09-04 03:01:01,AWESOME,5
2016-09-17 20:51:36,Best game for child,5
2013-08-06 23:50:45,Very good game,5
2018-11-16 08:20:30,"Just been a lover of this game since the first time playing it on a Apple tablet and the dash run. The ""Back To The Future"" theme song & background as well as the Delorean car & hover board is the best!",5
2020-06-03 19:04:41,Very interesting and hard,5
2014-06-28 01:59:00,The best ever,5
2019-07-16 20:50:54,it is a really good game💓,5
2014-01-05 10:07:03,Cant stop playing it,5
2014-01-09 00:14:24,Nice,5
2014-06-10 00:17:13,Awesome,5
2023-07-11 02:34:16,Sweet,4
2017-04-02 21:34:45,It was the best game ever,5
2015-09-29 11:13:19,Yo game,5
2017-01-07 22:10:53,its super fun!!!!!!!!!!!!!!!!!,5
2015-08-08 01:19:20,I liked it,4
2017-06-28 00:09:16,Water super game,5
2018-03-29 21:37:42,Great,4
2012-09-29 18:24:23,Yupi..... Thankyou so much been waiting from many days....,5
2014-04-02 09:38:29,It's great,5
2015-01-22 00:22:07,I loved this game,5
2015-08-16 20:48:42,An awesome game that's fun for all.,5
2015-11-24 22:37:29,Awesome make more,5
2013-03-20 05:18:37,I brought stuff with coins but after I left the game a reopened it all the stuff I had brought was for sale again. Bug maybe,4
2015-02-04 04:45:31,good gob,4
2015-08-08 02:04:57,SSSUUUPPPEEERRR,5
2012-12-24 08:44:48,Best game,1
2017-01-20 23:44:58,Cool,5
2017-07-26 04:20:41,This game never gets boring,5
2014-10-04 09:12:50,I love this game it so fun,5
2017-09-15 08:08:35,I am not good at the game at first now I am started to get a lot better at the game. 10/10,5
2014-01-18 07:41:24,This is sup fun,5
2016-12-01 19:03:50,Brilliant action game. Good game,5
2018-06-16 06:07:41,The game is suitable when you want to to chill around and killing the time.,5
2016-08-29 07:19:49,I love it is so cool it has a back to the future mod,5
2014-01-04 21:46:45,I absolutely love this game. It's fun an addicting!,5
2016-12-17 19:24:18,Kids game,5
2013-12-01 13:57:53,It is realy great because for a long time u play this game u can get the jetsky for free and it is realy cool.u should try it,5
2014-03-29 22:05:21,Pommel SNCF amid Newman him Joanna monopoly him no Jenn mini monk on no nominations hui,5
2016-11-11 13:01:14,This the very good game,5
2017-02-27 16:43:26,I like this game very much i have this game before 2 years,5
2016-07-11 02:27:17,Surfers,5
2015-02-09 05:24:01,You sudd  play it,5
2016-02-29 16:20:43,Have played wanted 2 redownload ☆☆☆☆☆☆ 6 star game WONT LET ME DOWNLOAD error 18 my storage is fine 2,2
2018-12-18 06:51:46,Awesome,5
2015-04-02 19:22:14,Very good game,5
2017-04-14 21:08:30,Bekar,5
2017-01-31 07:33:50,Really fun and entertaining game!,5
2018-09-08 09:27:35,Cooling,5
2014-10-03 10:21:13,Cool,5
2017-12-11 20:24:14,Very good,5
2014-07-28 05:49:14,This game is soo cool,5
2016-08-26 08:01:07,It's great,5
2018-04-28 22:38:47,Very funny games,5
2013-07-09 14:48:58,The best game,5
2016-06-24 01:57:38,The game has good graphics and it's fun to play! The game is just awesome I rate this 5 stars!😃,5
2016-11-05 19:02:33,Bestbesterbestest,5
2017-04-28 17:55:36,It was a very good game there were  many  birches in it,5
2016-10-10 09:04:55,Awesome,5
2016-05-18 23:07:29,Great,5
2017-09-10 08:56:11,This game is really fun,5
2019-11-24 21:29:53,I the best,5
2012-11-25 10:49:41,lol,5
2012-10-03 04:25:04,I have been waiting 4 ever it is finally in the app store i would hav to beg my brother to let me play it on his ipod!!!!,5
2015-08-12 16:23:25,Love it lol,5
2012-10-20 19:33:38,Man this game is great,5
2016-08-07 14:45:44,Very nice Loved it,5
2015-10-23 23:44:58,Good,5
2016-04-07 07:51:36,My son loves this game,5
2016-06-13 18:02:50,Cool game,4
2014-10-08 06:57:25,Superb,5
2017-03-23 09:16:14,I like this app for the challenges that the game has for you to do when you are borde!,4
2017-08-14 09:53:05,Aw some game love it so much,4
2012-12-06 05:36:56,brilliant game on ipads but wont load on my phone and takes up a whole load of space. sort it out,3
2013-05-03 13:47:55,üli hea mäng,5
2016-07-07 20:14:27,Enjoyable,4
2014-03-16 12:24:06,This is a waste of my time in deleting it fix and i will download again,1
2014-08-19 07:34:14,Fun and creative,5
2020-10-30 09:36:29,Good!!😌this game is really good 😌,5
2015-10-25 01:26:42,That's likely my top10 farvite game,5
2012-12-14 13:43:13,Hi.I've installed it on my huawei blaze.I play and it works for 2 seconds.then it turns off. PLZ FIX,1
2016-04-29 03:27:15,I love the part when he falls on his face,5
2014-07-16 02:51:39,Cool,4
2016-07-18 06:15:15,The best game ever,5
2016-05-07 05:59:43,Love it,5
2019-07-03 14:59:15,nice game,1
2014-08-03 12:20:37,This game is so fun I love it!!!,5
2014-09-14 01:38:26,This is a great game,5
2014-02-27 01:20:54,New update had glitches. Game shuts every two minutes,4
2014-04-12 23:00:57,"People that are already playing this game is no fun, yeah you should please you my little boys playing this game is a lot of fun this game is a mess stay schemin remix zombie games is great",5
2019-01-12 11:47:37,Good game,5
2015-12-12 21:23:18,Relly fun,5
2018-11-03 21:16:51,Super fun addictive game!!,5
2014-03-21 18:34:55,This game is beast mode,5
2014-03-16 07:34:31,I love the stuff in the stach in this game. Super fun .,5
2014-01-05 10:08:18,Rock on,5
2016-03-21 03:55:53,Amazing,5
2017-09-26 14:59:24,I love it so much,5
2018-05-04 00:36:11,Its a really fun game. The new things they added to it is awsome,5
2019-07-04 22:19:27,good game😜😜😜😜😜,5
2016-07-22 01:12:25,Loved it,5
2013-12-16 02:55:30,Best game ever,5
2015-02-07 10:08:43,Is cool game,5
2016-11-15 22:00:28,Halfbrick's best ever game but it hangs in small Android phones,5
2019-07-07 23:41:21,bakwas,1
2013-05-31 08:13:46,Cool game but after a while of playing this game i cant hear the sound.please fix,4
2016-10-10 02:39:35,When you open the app it takes 2 min to open,4
2017-12-03 01:34:37,I love it,5
2014-08-31 03:12:20,LOL,5
2012-10-04 02:20:44,Don't work,1
2013-07-02 13:29:19,Best casual game,5
2024-04-10 04:18:10,One of the greatest mobile games of all time. Truly a classic,5
2013-07-23 07:25:24,My phone can't open it after update!!!please fix the problem!!!,1
2019-07-01 21:17:23,nice,5
2017-06-19 12:52:55,Loved it,2
2017-10-15 14:11:34,Good,5
2017-06-05 10:08:16,Nice game,5
2017-01-06 04:14:17,Love It Or Your Money Free,5
2020-10-10 03:00:59,Very fun with controller I use ps4 controller but that's all I have it's still super fun I enjoy sorry for me not speaking English,5
2020-04-14 16:26:15,It's so good.. .-.,5
2015-08-13 11:46:06,There's a mission pending but nothing is written about the objective.,3
2014-12-24 12:42:17,Its awesome,5
2014-01-12 22:27:47,I play this all the time its great!!,5
2016-02-13 12:38:13,It worked well and farted,4
2015-09-12 08:47:29,Love this game follow me instagram,5
2021-05-10 07:48:56,Magadang laro,5
2018-12-23 14:04:36,it's amazing u guys ate awsome,5
2019-01-12 07:42:24,I thank i game is good but it need more options for like your chareter,5
2015-06-19 01:44:27,When I was at last level they make me die because I was so good,5
2017-05-07 17:20:51,Loved it,5
2014-11-12 11:43:35,Gosh it's only 10:43 and this stupid game won't download gosh this stuff get on my nerves,2
2017-07-06 07:29:27,It is asome and I have a bog.,5
2018-05-14 22:46:32,I like it,5
2013-09-14 14:53:09,Amazing game,5
2013-05-13 12:21:10,Aweasome,5
2014-10-15 14:07:22,"Only 3 stars till glitch fixed, lost my sam levels when reloaded game to try to fix glitch. Fix please..",3
2018-09-30 07:55:59,Fun game. Simple.,5
2015-10-14 09:33:08,It is the best game in the Would,5
2015-05-10 10:34:08,Too many megabytes,4
2013-05-26 08:10:39,Kewl,5
2022-02-23 06:59:04,You guys managed to make a perfect game from my childhood and ruin it. Ads after every single run no matter what. This game has turned into the stereotypical mobile game. Do not get this unless you love ads interrupting you every 30 seconds.,1
2014-06-03 12:42:18,This is the best game i have ever played,5
2014-06-21 01:48:49,This is a really fun and cool game so 5-stars for this game,5
2016-01-09 14:47:23,I really think that this is the best game that I ever saw and played,5
2019-12-21 16:34:37,I like it very much and I have a great fun,1
2017-05-24 09:10:24,It is a good game,5
2013-04-17 14:57:47,awesome,5
2015-06-27 07:31:52,One of the best android apps out there,5
2013-11-14 03:58:56,"This is one of my favorite mobile games, however my last star isn't given because of the huge amount of features included in the iOS version that are not in this. Please update!",4
2014-08-03 00:05:26,It's fun but isn't a game I would play for along amount of time,4
2018-06-06 07:30:27,Hey nice work,5
2014-03-25 02:34:45,So cool,5
2018-06-11 04:46:50,"Why do you keep making things that used to be free payed? If you want to 
download this game you should get a older version of the internet",1
2018-05-04 08:31:31,"Controls easy because you only need one hand but it is actually pretty fun 
if you are waiting for something or someone it's a great time killer.",5
2016-09-10 19:37:05,Good game but dosen't always open,3
2013-07-06 18:39:01,jake noonan n,5
2018-07-25 23:17:23,#classic,5
2014-07-23 23:27:47,For some reason it won't let me down load it bumer,5
2017-02-19 00:14:24,(profanity alert) it was f***ing awesome,5
2019-06-05 23:08:14,It is very cool and I love the pixel design,5
2016-07-01 02:25:22,you should make a gadget that makes it so you can pick up scientists and use them as a shield.,5
2020-07-20 20:00:11,Waste,1
2017-05-15 19:49:02,It is a mind blowing game,5
2017-03-21 19:32:46,Excellent,5
2017-12-26 10:55:00,Graphics super,5
2016-03-19 09:52:07,LOVE IT,5
2019-08-25 16:30:59,It is pretty good but lags alot.,3
2017-05-13 08:21:53,ก้เฉยๆ,2
2015-07-21 01:17:01,Awesome game my kids loved it!!💘,5
2015-11-29 10:37:33,"Missions keep changing everytime I open the application, everytime I use the the free revive option the game glitches out, and I can't equip old gear like jetpacks and clothes",2
2012-10-07 22:23:01,Best game that i ever played.,5
2014-04-09 09:30:02,Addict!!!,4
2012-10-16 11:19:19,Awesome,5
2016-06-04 11:06:08,Hanging very frequently. Its irritating,1
2017-09-26 07:16:22,"I really like this game    Did I said ""like"" I loooooooooooooove it",5
2022-04-10 05:51:18,"Game is good,10/10",5
2017-06-13 21:16:34,Fun,5
2017-08-26 23:55:19,addictive Super game,5
2017-05-07 01:45:40,It's awesome,5
2018-01-20 02:54:08,It's a good game alright it keeps u entertained,4
2014-11-10 05:11:47,Add a superhero costume,4
2014-01-01 12:14:59,It cool,5
2017-08-28 19:05:06,Cool,5
2018-12-09 22:09:41,Its an addicting game and i play it alot when offline,5
2018-11-30 02:43:37,1 of the Dopest game I play,5
2015-02-05 10:54:05,Love it,5
2017-04-16 09:42:10,I love this game very much.,5
2015-03-13 03:27:37,Ausome game. Keep up the good work!!! :-D,5
2018-03-24 20:21:27,It is really fun and distracts you from a busy life so addicting,4
2017-05-01 20:36:55,So good i can never uninstall.  10/ 10,5
2013-09-15 19:50:35,One of the moat addictive game i ever played its awesome,5
